Index_ID,Text_Chunk
104,"elements around the hole is calculated based on this size.
This is the preferred option for extremely different hole
diameters. The surrounding mesh gets remeshed.
auto
Perform a node distribution based on the underlying mesh
size. The number of nodes is always rounded to an equal
number.
Create washer layer options:
For 2D holes, one or two washer layers can be created, after which the surrounding mesh gets
remeshed.
The width of the washer can be defined by:
Factoring the hole radius."
105,"3/27/23, 11:40 PM
Fastener Realization Methods
https://2022.help.altair.com/2022/hwdesktop/hwx/topics/pre_processing/connectors/fastener_realization_methods_unity_t.htm
12/12
Directly specifying the exact width.
Figure 16."
106,"3/27/23, 11:41 PM
FE Absorb Connectors
https://2022.help.altair.com/2022/hwdesktop/hwx/topics/pre_processing/connectors/connectors_fe_absorb_t.htm
1/5
2022
FE Absorb Connectors
Use the FE Absorb tools to create connectors from existing mesh that meet specific types of
realizations.
1. From the Connectors ribbon, click the FE Absorb satellite icon on any of the tools in the Create tool set.
Each type of absorption is separated by the type of connector you are trying to absorb. The Point tool is"
107,"shown here as an example.
Figure 1.
2. Click 
 on the guide bar.
3. On the FE details options page, choose a selection method.
Automatic - Select the type of realization you wish to absorb before running the process.
Manual - Specify the elements you want to absorb within your model and the realization type, then run
the absorb algorithm on just those selected elements."
108,"3/27/23, 11:41 PM
FE Absorb Connectors
https://2022.help.altair.com/2022/hwdesktop/hwx/topics/pre_processing/connectors/connectors_fe_absorb_t.htm
2/5
4. Define the remaining FE details options.
FE Connectivity
(Spots Only)
For many FE config types, this option is pre-determined. But for some
types of weld representations, multiple configurations of connectivity
are valid. In such cases, you should select the type that is best for the
model. For example, a Nastran CWELD element is a mesh-independent"
109,"weld, which does not directly connect to the shell elements; depending
on how it was generated, plot elements are sometimes used to connect
the CWELD to the shells. In such situations, you should select option 2 -
mesh independent (head), rather than option 3. Depending on the FE
config selected, one or more connectivity types are valid.
Mesh dependent
Valid for weld elements that share
nodal connectivity with the
connecting shell parts.
Mesh independent
(head)
Valid for weld elements that are"
110,"(head)
Valid for weld elements that are
mesh-independent (do not share
nodal connectivity with the
connecting shell parts) but are
connected to the shell parts via
secondary entities (plot elements,
equations, and so on).
Mesh independent
(projs)
Valid for weld elements that are mesh
independent (do not share nodal
connectivity with the connecting shell
parts) and are not connected to the
shell parts in any way. Only their
projections fall on the shell elements.
Combine in case of
equivalent body"
111,"Combine in case of
equivalent body
nodes (Spots Only)
FE Absorption logic enhancement while absorbing connectors if body is
separated on both sides of the layer. Even if body has coincident nodes
on both sides of a layer, instead of absorbing as multiple connectors, it
is absorbed as one single connector.
Enhanced approach
(Lines and Areas
only when set to
Manual)
The absorption of solid seams and area connectors can be performed
on all elements in a model. In order to identify valid connector elements"
112,"from such a selection, instead of identifying regular solid parts as
connections, certain characteristics need to be true.
Note:  The pre-selection of valid connection elements helps to
absorb connectors faster.
Select this checkbox when some of the characteristics the tool is looking
for might be too strict for certain connections, thus preventing them
from being absorbed, even though they represent solid connections.
The enhanced approach requires a pre-selection of only connection"
113,"elements. The complete selection is treated as valid connection
elements, and only connector creation and link detection are"
114,"3/27/23, 11:41 PM
FE Absorb Connectors
https://2022.help.altair.com/2022/hwdesktop/hwx/topics/pre_processing/connectors/connectors_fe_absorb_t.htm
3/5
performed.
Area connector mid-
position (Area Only)
Position and absorb area connectors into the middle of the hexa
adhesive realization. By default, this option is activated.
Consider single
element cluster
(Area Only)
Identify element clusters using certain rules during absorption. This
approach finds plane solid (hexas, pentas) element constellations which"
115,"are connected to 1D elements on two opposite sides. This option
provides better control of the identification of adhesives. The general
identification approach allows the creation of adhesive connectors even
from single elements, if all other rules are observed. Normally these
single elements should be absorbed into spots; this checkbox allows
you to also absorb single elements into an adhesive connector.
However, to prevent you from doing this by mistake, even when this"
116,"option is selected, it only becomes activated if all the selected 3D
elements belong to a unique component.
With tie contact
(Lines when set to
Solid Seams and
Areas)
Determine links by investigating tie contacts. Only entities that are part
of a tie contact will be considered for links.
Group links (Lines
when set to Solid
Seams and Areas)
During absorption, the top and bottom side of the solid connection is
identified. Combine all found links connected to the top side of the solid"
117,"connection into one group link and combine all found links connected
to the bottom side into a second group link.
When realizing a connector that is defined with group links, it is
guaranteed that at each test point valid projections for both group links
have to be found in order to have a successful connection. That
behavior encourages more reproducible results.
With head only
(Lines when set to
Solid Seams and
Areas)
Only consider solid connections with head elements for absorption."
118,"Tip:  It is recommended that you use this option in case you have
connections with heads, because it will lead to a better performance
and a safer link detection.
Clear this checkbox to also consider connections without head
elements. Link detection will rely on projections."
119,"3/27/23, 11:41 PM
FE Absorb Connectors
https://2022.help.altair.com/2022/hwdesktop/hwx/topics/pre_processing/connectors/connectors_fe_absorb_t.htm
4/5
5. Define Creation and Link details options.
Creation:
Organise
connectors into
connector groups
Save connector entities into the connector group named after the FE
that they are linked to.
Spot line
Combines the Spots into a Spot line if they meet the combine settings.
Link details:
Maximum link
distance"
120,"Link details:
Maximum link
distance
Consider only connections in which the link distance is smaller than this
value for absorption. Depending on the unit system used, it may be
useful to increase or decrease the value. Very large values can affect
performance.
Link type
Can be set to Parts, Properties or Components,
Re-connect rule
This is how the links are referred to by the connector.
use id
Use the selected link entity’s IDs to
re-connect. If the link entity is not
currently in the model, the connector"
121,"currently in the model, the connector
with this re-connect rule will search
for entities with the same ID.
use name
Use the selected link entity’s names
to re-connect. If the link entity is not
currently in the model, connectors
using this re-connect rule search for
entities with the same name.
use uid
Only for Parts. Use the selected link
entity’s UID to re-connect. If the link
entity is not currently in the model,
the connector with this re-connect
rule will search for entities with the
same UID."
122,"rule will search for entities with the
same UID.
6. Select the specific type of realization to absorb using the drop-down menu on the guide bar. If the selection
method is set to Manual, select the elements you want to absorb.
All the different realizations that are loaded through the feconfig file (except for a notable few) are listed. For
more information on the feconfig file, click here."
123,"3/27/23, 11:41 PM
FE Absorb Connectors
https://2022.help.altair.com/2022/hwdesktop/hwx/topics/pre_processing/connectors/connectors_fe_absorb_t.htm
5/5
7. On the guide bar, click one of the following:
 - Run the absorption algorithm and stay in the tool
 - Run the absorption algorithm and exit the tool at the end of the process
 - Exit the tool without saving changes"
124,"3/27/23, 11:48 PM
FE Configuration File
https://2022.help.altair.com/2022/hwdesktop/hwx/topics/pre_processing/connectors/fe_configuration_file.htm
1/5
2022
FE Configuration File
The FE configuration file (feconfig.cfg) is used to define custom welds such as ACM (Area
Contact Method) and other special types.
Weld definitions are solver dependant (Nastran, LS-DYNA, and so on). The weld definition in the file includes the type"
125,"of weld to create and the surrounding connector to shells. The specific solver template for the type of weld must be
loaded before the welds can be created using a connector entity. When HyperWorks launches, it searches for
feconfig.cfg in the following locations, listed in search order:
1. The product installation path
2. HW_CONFIG_PATH (a specified environment variable)
3. Your home directory (in UNIX, for example)
4. The current working directory."
126,"4. The current working directory.
By default, the feconfig.cfg file from the <install_directory>/hm/bin directory is loaded in each of the panels
related to each connector type, such as Spot, Seam and Area. It is not recommended to have more than one config
file of the same name, even in different directories, as the results can be unpredictable as to which one will be used
by default.
Weld Definition Template
CFG <SOLVER> <USER_FE_TYPE> <USER_FE_NAME>
*filter <FILTER_TYPE > [<FILTER_TYPE>]"
127,"*filter <FILTER_TYPE > [<FILTER_TYPE>]
*style < STYLE_TYPE> <STYLE_NUM>
*head
<HM_FE_CONFIG> <HM_FE_TYPE> <RIGID_FLAG>
*body <BODY_FLAG>
<HM_FE_CONFIG> <HM_FE_TYPE> <LENGTH_LOCATION_FLAG> [<DOFS>]
[<HM_FE_CONFIG> <HM_FE_TYPE> <LENGTH_LOCATION_FLAG> [<DOFS>]]
*post <POST_SCRIPT_NAME>
Figure 1. Weld Definition Template
Where,
CFG
Keyword to start a custom weld definition.
SOLVER
The solver template for which FE needs to be created.
Supported solvers are: Abaqus, ANSYS, LS-DYNA, Nastran, OptiStruct,"
128,"PAM-CRASH, or PAM-CRASH 2G."
129,"3/27/23, 11:48 PM
FE Configuration File
https://2022.help.altair.com/2022/hwdesktop/hwx/topics/pre_processing/connectors/fe_configuration_file.htm
2/5
USER_FE_TYPE
A unique (with respect to a solver) user defined configuration type ID.
Customer-defined CFGs should use numbers greater than 10,000 to
ensure no collisions with future native HM CFGs.
USER_FE_NAME
The user-specified name for the FE configuration. The specified name is
saved and displayed in the Connector Browser."
130,"saved and displayed in the Connector Browser.
Note:  This should be the first line in the custom weld definition.
*filter
Allows only the specified connector types to realize the configuration.
For example, *FILTER spot seam indicates that this configuration can be realized only by the spot and seam
connector types. In addition, this option is used as a filter when displaying FE configurations in the type = field
of respective realize panels.
*filter lines also set which panel the CFG is visible in."
131,"CE_TYPE
The connector type, spot, bolt, seam, area, and so on.
*style
Indicates that the configurations have specific behaviors associated during realization, and that they are
native types.
Note:  The style definition line for these configurations must not be edited.
For example, *style bolt 1 indicates that this is a bolt connection of type 1 that creates a specific bolted
connection between the parts.
STYLE_TYPE
The connector style name, such as ""adhesive"", ""bolt"", ""acm"", ""quad"","
132,"""continuous"", and so on.
STYLE_NUM
The connector style number:
Adhesive:
""1"" mesh independent adhesive nodes tie to shells with
RBE3/RBE2.
""2"" force shell gap length on. Adhesive (HEXA element)
shares nodes with shell at co-incident locations.
Bolt:
""0"" normal bolt: ""wagon wheels"" in the holes.
""1"" symmetrical spider bolt.
""2"" unsymmetrical spider bolt: the middle node is biased
towards one hole.
""3"" cylinder bolt: ties together all nodes within virtual
cylinder."
133,"3/27/23, 11:48 PM
FE Configuration File
https://2022.help.altair.com/2022/hwdesktop/hwx/topics/pre_processing/connectors/fe_configuration_file.htm
3/5
ACM:
""1"" share the nodes of HEXA element for consecutive
layers (> 2T) and the length of HEXA is average of part
thickness.
""2"" HEXA elements in consecutive layers have unique
nodes and the length of HEXA is average of part thickness.
""3"" share the nodes of HEXA elements for consecutive
layers and the length of HEXA is the gap distance between
parts."
134,"parts.
""5"" HEXA nodes are not equivalenced with the shell
nodes/washer nodes, if a washer is present.
Quad
""1"" create two sets of QUAD4 elements, first along
projection direction and second at an orientation
determined by average part thickness.
""2"" create one set of QUAD4 elements at an orientation
determined by average part thickness.
*head
The string head is required to specify that a rigid is to be created to connect the weld node to the surrounding
shell element."
135,"shell element.
*head lines must be followed with at most one HM_FE_CONFIG line.
HM_FE_CONFIG
The config for the rigid currently supported.
The various types supported are ""bar2"", ""bar3"", ""equations"", ""gap"",
""hex8""(3D), ""plot"", ""mass""(0D), ""rigid"", ""rigidlink"", ""rbe3"", ""rod"",
""spring"", ""weld"", ""quad4""(2D seam only), or ""penta6""(3D adhesive
only).
HM_FE_TYPE
Unique (with respect to a solver) user defined configuration type id
defined in the solver template.
RIGID_FLAG"
136,"defined in the solver template.
RIGID_FLAG
Defines the number and arrangement of rigids.
""0"" is a single rigid
""1"" is multiple rigids
""2"" is multiple rigids to outer shell nodes (for 2D bolt washers
only)
""3"" is multiple rigids to outer alternate shell nodes (for 2D bolt
washers only)
""10"" is multiple rigids with a 0 length leg connecting with body
(for bolt only)
""12"" is multiple rigids to inner and outer shell nodes (for 2D bolt
washers only)"
137,"washers only)
""13"" is multiple rigids to inner and outer alternate shell nodes
(for 2D bolt washers only)"
138,"3/27/23, 11:48 PM
FE Configuration File
https://2022.help.altair.com/2022/hwdesktop/hwx/topics/pre_processing/connectors/fe_configuration_file.htm
4/5
DOFS (Optional)
Degrees of freedom of the rigid (1-6).
*body
Specifies that a weld is to be created to connect the link entities added to the connector.
*body lines may be followed by one or more HM_FE_CONFIG lines
BODY_FLAG
The body flag is used to calculate the length of the weld. If the
body flag = 0, the length is calculated based on the distance"
139,"between the connecting layers (link entities). If the body flag = 1,
the length is calculated based on the average thickness of the
connecting layers (link entities).
HM_FE_CONFIG
The config for the rigid currently supported. The various types
supported are ""bar2"", ""bar3"", ""equations"", ""gap"", ""hex8""(3D),
""plot"", ""mass""(0D), ""rigid"", ""rigidlink"", ""rbe3"", ""rod"", ""spring"",
""weld"", ""quad4""(2D seam only), or ""penta6""(3D adhesive only).
HM_FE_TYPE
The solver defined type for the HyperMesh config. For example,"
140,"CBUSH is of config spring and type 6. The type number is defined
in respective solver templates and differs, based on the solver.
LENGTH_LOCATION_FLAG
0D element details.
""0"" place the 0D element along the proposed 1D element
path. If this 0D element is the only config given in the *body,
then it is placed at the center of the proposed 1D element
path.
""1"" has the same behavior as ""0"" except only a single 0D
element is created even if multiple bodies are created (as
happens in >2T welds)"
141,"happens in >2T welds)
""2"" place the 0D element at the connector location.
1D element details.
""0"" force zero length welds.
>""0"" but <""1"" denote a percentage of the distance between
shells the length of a given weld should be. To create series
welds, all the PERCENT_LENGTH_FLAG variables for a given
*body must add up less than or equal to 1.0. Example: 0.33
or 0.50
""1"" force each body weld to have a length equal to the
distance between the shells, which can be used for parallel
welds."
142,"welds.
""2"" place the 1D element at the connector location, with
both nodes coincident.
""3"" place multiple (thickness-1) 1D elements at the
connector location connected end-to-end, with all nodes
coincident.
3D element details."
143,"3/27/23, 11:48 PM
FE Configuration File
https://2022.help.altair.com/2022/hwdesktop/hwx/topics/pre_processing/connectors/fe_configuration_file.htm
5/5
""0"" force a floating hexa element to have a length equal to
half the distance specified by the BODY_FLAG.
""1"" force the hexa element's length to be equal to the full
distance specified by the BODY_FLAG.
DOFS (Optional)
The degrees of freedom (1-6) of the rigid.
*post"
144,"The degrees of freedom (1-6) of the rigid.
*post
*post lines are optional, but if specified, they must be followed by the name, excluding path, of a valid TCL
script with a .tcl extension. HyperMesh searches for the TLC script in the locations and order specified below:
1. Current working directory
2. Users home directory
3. Paths in HW_CONFIG_PATH environment variable
4. Installation directory
5. hm/bin directory
6. hm/scripts directory
7. hm/scripts/connectors/ directory"
145,"7. hm/scripts/connectors/ directory
This post script will be automatically executed post FE realization, and can be used to edit weld properties,
attributes, and other solver specific details.
FE Specification Rules
Each solver will have a specific definition so the same user-defined types can be repeated for each solver.
The head and the body definition must begin with a ""*"" to define rigid and weld definitions."
146,"Multiple solid element combinations are not currently supported. Therefore, an ACM can have only one hexa weld
element specified in the definition.
1D and 3D element combinations are not supported.
The total length of series welds cannot exceed 1.0 (100 percent). Hence there cannot be three welds specified in
series having a length factor of 0.5 (50 percent) each.
Series and parallel weld element combinations are not supported."
147,"Series welds are not supported where the link entities are coincident. Series welds are not created when the distance
between the connecting link entities is zero.
User comments should start with a hash character ""#""."
148,"3/28/23, 12:01 AM
Import Parts, Part Assemblies, and Part Instances
https://help.altair.com/hwdesktop/hwx/topics/pre_processing/model_build_and_assembly/part_partassembly_partinstance_import_t.htm#task_nd4_jrb…
1/2
2022.2
Import Parts, Part Assemblies, and Part Instances
PDM parts and part assemblies can be imported into HyperMesh via a PDM generated PLMXML file.
1. From the menu bar, click File  > (and then) Import  > (and then) BOM."
149,"2. Select a file that contains the parts, part assemblies, and part instances to import.
3. Define additional options as needed.
4. Click Import.
Import PDM Data
Import metadata from CAD to part. This facilitates visualizing CAD-centric metadata in the Part
Browser and aids in the model build workflow.
1. From the Part Browser, right-click on a part and select Metadata  > (and then) Update or Metadata  > (and
then) Settings.
Note:  The Metadata option is only available when you right-click on parts."
150,"2. If you selected Update in the previous step:
a. From the sub-menu, select Part Data or PDM Data.
Choose Part Data to update part metadata. The CAD file is parsed to extract the metadata without
having to load the CAD representation into the session. After extraction, part metadata is immediately
visible in the metadata section of the entity editor.
Choose PDM Data to update PDM attributes. The updates the PDM attributes for the selected map."
151,"3/28/23, 12:01 AM
Import Parts, Part Assemblies, and Part Instances
https://help.altair.com/hwdesktop/hwx/topics/pre_processing/model_build_and_assembly/part_partassembly_partinstance_import_t.htm#task_nd4_jrb…
2/2
3. If you selected Settings in Step 1:
a. From the sub-menu, select Update or Mapping.
The Update selection refers to the REM settings for part data and PDM data. You can choose whether to
import only incoming data, or to keep both."
152,"import only incoming data, or to keep both.
The Mapping selection refers to mapping CAD metadata to PDM attributes. These settings can vary
depending on the CAD format. The following figure is an example of PDM mapping settings for the JT
CAD reader.
Figure 1.
Note:  You can also access these settings by right-clicking in the part browser and selecting
Representations  > (and then) Settings  > (and then) Load  > (and then) CAD  > (and then) Load Options."
153,"3/27/23, 11:40 PM
Line Realization Methods
https://2022.help.altair.com/2022/hwdesktop/hwx/topics/pre_processing/connectors/line_realization_methods_unity_t.htm
1/8
2022
Line Realization Methods
Overview of the line connector realization process and methods.
The following flow chart outlines a four-stage process used to select the best routine for line realization.
Figure 1."
154,"3/27/23, 11:40 PM
Line Realization Methods
https://2022.help.altair.com/2022/hwdesktop/hwx/topics/pre_processing/connectors/line_realization_methods_unity_t.htm
2/8
1. Select the realization type.
mesh independent
Use for realizations that do not need any mesh changes for the body of the realization, and the
connection is primarily defined via a solver-specific card or 0D elements, such as LLINKs for PAM-
CRASH.
Figure 2."
155,"CRASH.
Figure 2.
During the realization, the solver-specific connection is created. For example, for the PAM-CRASH LLINK,
all necessary solver-specific cards are created along with the realization.
mesh dependent
Use for all other cases.
2. If mesh dependent is selected, you must decide whether to adjust the mesh or the realization.
adjust mesh
Projection is done in a perpendicular way, and the mesh must be adapted to the projection points.
adjust realization"
156,"adjust realization
The mesh will not be modified, at the expense of non-normal or incomplete realizations. Many
realization types are defined with head elements attached to body elements. In the case of these
realization types, the head elements realize the connection without modifying the mesh, and the body
elements are created in a normal direction."
157,"3/27/23, 11:40 PM
Line Realization Methods
https://2022.help.altair.com/2022/hwdesktop/hwx/topics/pre_processing/connectors/line_realization_methods_unity_t.htm
3/8
3. Select a method for performing adjustments.
Adjust Mesh
remesh
Connects the weld to the links using snap and split capabilities.
Note:  Remesh does not look for a correct t-edge in the case of a quad realization. This option
only ensures that the weld and the mesh have a proper node to node connection in the position
of the projection point."
158,"of the projection point.
Figure 3.
quad transition
Creates perfectly shaped quad elements around the projection line. The quad size is determined
by the average mesh size. From one projection point to the next, exactly one pair of elements is
created. You can also use this option to create lines from quad elements and realize the
connections to the links through perfectly modeled t-edges.
For line quad transitions, the automatic snapping and feature detection option, Allow Snapping,"
159,"is activated. This prevents the creation of elements that are too small and ensures that the
geometry is not modified too much."
160,"3/27/23, 11:40 PM
Line Realization Methods
https://2022.help.altair.com/2022/hwdesktop/hwx/topics/pre_processing/connectors/line_realization_methods_unity_t.htm
4/8
Free edges and features with an angle greater than 25° are always taken into account. If smaller
feature angles should be considered, decrease the value in the Feature Angle field under the
Behavior heading. Feature angles smaller than 5° will not be considered at all."
161,"By default, snapping is allowed by a distance of one third of the quad pattern element size. In the
case of a predefined quad pattern element size of 10.0, the outer nodes can snap to features in a
distance of 3.3. The algorithm also tries to snap all three nodes of a quad pattern or none.
Adjust Realization
find nearest nodes
Searches for the nearest nodes within the given tolerance, making it possible to connect t-joints"
162,"and similar areas. This option is very useful in situations where the connectors are not positioned
perfectly. These realizations are allowed to be non-normal.
Find nearest nodes does not do any projection.
Note:  If the connector points are close to each other and two of these points find the same
closest nodes, the connector fails.
Figure 4.
project and find nodes
Requires a valid projection onto the link entities in the first step. In the second step the nodes"
163,"closest to the projection points will be used for the connection. If a projection (connector
tolerance) is not possible, the realization fails. Because a non-normal projection for lines is
always allowed, the results will be exactly the same as the results for find nearest node.
Note:  The realization fails when the connector points are close to each other, and two of
these points find the same nodes."
164,"3/27/23, 11:40 PM
Line Realization Methods
https://2022.help.altair.com/2022/hwdesktop/hwx/topics/pre_processing/connectors/line_realization_methods_unity_t.htm
5/8
Figure 5.
Ensure projection
The minimum condition for the realization is a possible normal projection. The realization will be
performed in the direction from one projection point to the next. If the projection point is
coincident with a shell node they will be equivalenced.
Figure 6."
165,"Figure 6.
Note:  Ensure projection can lead to incompletely defined connections from a solver
perspective unless the connector positions are not aligned to the mesh. The advantage of this
projection method is the exact determination of the projection points."
166,"3/27/23, 11:40 PM
Line Realization Methods
https://2022.help.altair.com/2022/hwdesktop/hwx/topics/pre_processing/connectors/line_realization_methods_unity_t.htm
6/8
4. If you selected quad transition in step 3, define imprint options.
imprint
When creating mesh-dependent realizations with quad transitions, the quad transition meshes can
overlap and disturb each other if more than one set of connectors is created too close to each other."
167,"The imprint option reconciles such transitions with each other and modifies the underlying mesh to
match the results to create a final result that is seamless and properly meshed.
The option Resolve Conflicts is activated by default, enabling smaller imprint conflicts to be
automatically resolved when connectors are realized. Overlapping elements are released, and a normal
remesh of that area is performed as long as the overlapping area is smaller than half the regular quad
transition element size."
168,"transition element size.
The size of the imprint can be determined using the pitch size (use pitch size) or using the average size
of the underlying mesh (use avg. mesh size). If you want to define a specific imprint size, select user
input size.
Figure 7.
skip imprint
Prevents the last step of quad transition from being performed. Instead, the component ^conn_imprint
is created, which contains the element pattern. These elements can be modified and manually"
169,"imprinted later using the Connector Imprint panel.
Skip imprint enables you to realize such mesh-dependent realizations in very complex areas of the
model where the automatic imprint fails because of issues such as conflicting lines.
The size of the imprint can be determined using the pitch size (use pitch size) or using the average size
of the underlying mesh (use avg. mesh size). If you want to define a specific imprint size, select user
input size."
170,"3/27/23, 11:40 PM
Line Realization Methods
https://2022.help.altair.com/2022/hwdesktop/hwx/topics/pre_processing/connectors/line_realization_methods_unity_t.htm
7/8
Figure 8.
After Imprint
During realization, if the mesh is altered to realize the connector, this option allows you to select
between ""Remesh"" and ""Rebuild"" meshing algorithms.
Located under the Behavior heading.
Note:  Historically, the connector spot lines and seam lines have contained a test point distributed evenly"
171,"between the start and the end points of the line. This, however, would mean that the test points could lie between a
corner, and as a result the corner would be missed. Connector lines now allow the connector to create Significant
Points between features of the lines – for example, corners. The connector then interprets the test points between
the significant points.
Figure 9."
172,"3/27/23, 11:40 PM
Line Realization Methods
https://2022.help.altair.com/2022/hwdesktop/hwx/topics/pre_processing/connectors/line_realization_methods_unity_t.htm
8/8
Figure 10."
173,"3/28/23, 12:05 AM
Load Representations from Current HyperMesh Session
https://help.altair.com/hwdesktop/hwx/topics/pre_processing/model_build_and_assembly/representation_load_from_current_hypermesh_session_t.htm
1/2
2022.2
Load Representations from Current HyperMesh Session
1. In the Part Browser, right-click on part assemblies or parts and select Representations  > (and then) Load  >
(and then) from Session from the context menu."
174,"(and then) from Session from the context menu.
2. In the Change Representation dialog, Load tab, select a type of representation to load.
Representations that exist in the repository are shown in the Representations column, and their availability is
indicated in the Available column.
Figure 1.
3. To send unavailable representations to the BatchMesher directly from the Change Representation dialog,
select the Batch Mesh Unavailable checkbox."
175,"select the Batch Mesh Unavailable checkbox.
Note:  Available representations will also be loaded when you click OK if the Batch Mesh Unavailable
checkbox is selected.
4. To save the representations to the Part Library select the Save to Library checkbox.
5. Click OK.
6. In the Confirm Load Representation dialog, specify how representations are loaded.
Click Load All to load all available representations into the current session for selected parts."
176,Click Skip Loaded to ignore representations that are already loaded for selected parts.
177,"3/28/23, 12:05 AM
Load Representations from Current HyperMesh Session
https://help.altair.com/hwdesktop/hwx/topics/pre_processing/model_build_and_assembly/representation_load_from_current_hypermesh_session_t.htm
2/2
As representations are created and saved to the repository they are displayed in the Available Representations pane."
178,"3/28/23, 12:05 AM
Load Representations from the Part Library
https://help.altair.com/hwdesktop/hwx/topics/pre_processing/model_build_and_assembly/representation_load_from_part_library_t.htm
1/1
2022.2
Load Representations from the Part Library
After importing a BOM that has representations saved in the Part library, you can load the
saved representations.
1. In the Part Browser, right-click on a part/part assembly and select Representations  > (and then) Load  > (and"
179,"then) from Library from the context menu.
2. In the Change Representation dialog, Library tab, select representations and click OK.
The selected representations are loaded to the Representation folder on the file system. Similarly, every time a BOM
is imported, files are loaded to the Representations folder, if you retrieve them from the Part Library.
Figure 1."
180,"3/28/23, 12:06 AM
Manage Configurations
https://help.altair.com/hwdesktop/hwx/topics/pre_processing/model_build_and_assembly/configuration_manage_t.htm#reference_msf_xjj_t2b
1/7
2022.2
Manage Configurations
Group common and unique parts/part assemblies together in part sets, and organize parts
and part sets that are unique to a configuration.
In the traditional model build and assembly workflow, subsystems that contain multiple variants are stored in"
181,"multiple HyperMesh binary files. This complicates the model build and update process as part updates and revisions
will need to be performed on each binary file.
An example of a subsystem that may contain multiple configurations is a vehicle body-in-white (BIW). A typical sedan
BIW may have the following configurations:
Left-hand drive (LHD)
Right-hand drive (RHD)
Fixed roof (Fixed)
Panoramic roof (Pano)
Figure 1."
182,"Panoramic roof (Pano)
Figure 1.
All common and unique parts that appear in all configurations for a given subsystem are stored in a single
HyperMesh binary file, known as a Layered Model. In a Layered Model, common parts are active in all configurations.
Unique parts are active only in a specific configuration. You must deactivate unique parts not appearing in a"
183,"3/28/23, 12:06 AM
Manage Configurations
https://help.altair.com/hwdesktop/hwx/topics/pre_processing/model_build_and_assembly/configuration_manage_t.htm#reference_msf_xjj_t2b
2/7
configuration.
Part sets and configurations are written to the solver deck as XML comments. The XML block is added at the bottom
of the solver deck so that when importing a deck the info can be rebuilt. In this case, the HyperMesh binary is not
used.
Figure 2.
About Part Sets and Configurations"
184,"Figure 2.
About Part Sets and Configurations
Part sets group common or unique parts, and configurations organize parts and part sets that
are mutually exclusive to a configuration.
Example: Configuration Management Workflow
Configuration management workflow for a Dash and Cowl subsystem.
The configuration management workflow for a Dash and Cowl subsystem is shown in Figure 3, along with the Left-
hand drive (LHD) and Right-hand drive (RHD) configurations contained in the Layered HyperMesh binary file."
185,"3/28/23, 12:06 AM
Manage Configurations
https://help.altair.com/hwdesktop/hwx/topics/pre_processing/model_build_and_assembly/configuration_manage_t.htm#reference_msf_xjj_t2b
3/7
Figure 3.
Common parts are active in all configurations and unique parts are active only in a specific configuration. The model
hierarchy is shown in Figure 4.
Figure 4.
To activate the LHD configuration of the Dash and Cowl assembly, perform one of the following:"
186,"3/28/23, 12:06 AM
Manage Configurations
https://help.altair.com/hwdesktop/hwx/topics/pre_processing/model_build_and_assembly/configuration_manage_t.htm#reference_msf_xjj_t2b
4/7
Clear the Active column for the following individual, unique parts that belong to the RHD configuration.
Dash Panel RHD
Dash Bracket Large RHD
Dash Inner Bracket RHD
Dash Cross Member RHD
If all unique parts are nested in a single part assembly, clear the Active column for Dash RHD Assembly."
187,"If all parts and part sets that are unique are organized in a configuration, enable the LHD configuration’s
associated checkbox in the Active column of the Configuration view.
All RHD unique parts are removed from the modeling window and are automatically set to do not export. Export the
solver deck for the LHD configuration using the Export Solver Deck Browser.
Figure 5.
Create Part Sets
1. Open the Part Browser."
188,"Create Part Sets
1. Open the Part Browser.
2. In the Part Set view, right-click and select Create  > (and then) Part Set from the context menu.
A new part set is created."
189,"3/28/23, 12:06 AM
Manage Configurations
https://help.altair.com/hwdesktop/hwx/topics/pre_processing/model_build_and_assembly/configuration_manage_t.htm#reference_msf_xjj_t2b
5/7
3. From the Part view, click-and-drag parts and part assemblies that are common and/or unique onto the part
set.
Tip:  Dragging-and-dropping selected parts/part assemblies into the white space of the Part Set view
automatically creates a new part set for the selected.
Create Configurations
1. Open the Part Browser."
190,"Create Configurations
1. Open the Part Browser.
2. In the Configuration view, right-click and select Create  > (and then) Configuration from the context menu.
3. From the Part and/or Part Set views, click-and-drag parts, part assemblies, and part sets that are unique to a
configuration onto the configuration.
Tip:  Dragging-and-dropping selected parts, part assemblies, and part sets into the white space of the
Configuration view automatically creates a new Configuration for the selected."
191,"Remove Contents of Part Sets and Configurations
In the Part Browser, remove the contents of part sets and configurations in the following:
Right-click on the entity and select Remove from the context menu.
Drag the entity into the white space of the respective browser view.
Activate/Deactivate Configurations
Control the display and export state of parts and part assemblies by changing the
active/inactive state of configurations."
192,"active/inactive state of configurations.
Entities set to inactive are still visible in the Part Browser. Deactivated components will not be visible in the Model
Browser, Display panel, and panel entity collectors."
193,"3/28/23, 12:06 AM
Manage Configurations
https://help.altair.com/hwdesktop/hwx/topics/pre_processing/model_build_and_assembly/configuration_manage_t.htm#reference_msf_xjj_t2b
6/7
Set configuration to active.
1. Go to the Part Browser, Configuration view.
2. In the Active column, select the configuration's checkbox.
Note:  Only one configuration can be activated.
Tip:  For simple models you can activate a configuration in the Part view by setting all unique parts not"
