Index_ID,Text_Chunk
194,"Delete({}); const newTodos = todos.filter(({ id }) => todo.id !== id); setTodos(newTodos); }, [todos] ); React.useEffect(() => { getAll(); }, [getAll]); return { addToDo, getAll, getCompleted, markTodo, getPending, removeTodo, todos, isLoading };}; Update the useToDoCreateEvent.js file with the following code to consume the Object Store Event content definitions: import React from 'react';import { useSocketCallback } from '@altair/react-hooks';import { Content } from '@altair/system';import { getSession }"
195,} from '@altair/system';import { getSession } from '../session';const topics = ['altair_todo_ToDoToDoCreatedEvent.
196,"*'];export const useToDoCreateEvent = ({ todos, setTodos }) => { const socketCallback = React.useCallback( async eventPayload => { const { payload } = eventPayload; const session = await getSession(); const { content } = await Content.getByRef({ contentRef: payload.todoRef, session, }); if (content?.id) { const newTodos = [ { text: content.description, isDone: false, id: content.id, category: content.category, entity: content }, ...todos, ]; setTodos(newTodos); } }, [setTodos, todos] );"
197,"]; setTodos(newTodos); } }, [setTodos, todos] ); useSocketCallback(socketCallback, topics);}; Update the useManageNote.js file with the following code to consume the Object Store Note content definitions: import React from 'react';import { Note, ToDo } from '@altair/todo';import { getSession } from '../session';const EMPTY_ARRAY = [];export const useManageNote = ({ selectedEntity, isOpen, setShowAddNote }) => { const [notes, setNotes] = React.useState(EMPTY_ARRAY); const [isLoadingNotes, setIsLoadingNotes]"
198,"const [isLoadingNotes, setIsLoadingNotes] = React.useState(false); const [isCreatingNote, setIsCreatingNote] = React.useState(false); React.useEffect(() => { if (selectedEntity?.id && isOpen) { const fetchNotes = async () => { try { setIsLoadingNotes(true); const session = await getSession(); const todoRef = await ToDo.getByRef({ contentRef: { id: selectedEntity.id, contentType: selectedEntity.entity.contentType }, session, }); const notesResponse = await todoRef.content.getNotes();"
199,"notesResponse = await todoRef.content.getNotes(); setNotes(notesResponse); } catch (e) { console.error(e); } finally { setIsLoadingNotes(false); } }; fetchNotes(); } }, [selectedEntity, isOpen]); const createNote = React.useCallback( async ({ name, content }) => { try { setIsCreatingNote(true); const session = await getSession(); const createdNote = await Note."
200,"Create({ session, content, name, parentRef: { id: selectedEntity?.id, contentType: selectedEntity?.entity?.contentType, }, }); setNotes([createdNote, ...notes]); } catch (e) { console.error(e); } finally { setIsCreatingNote(false); setShowAddNote(false); } }, [selectedEntity, notes, setShowAddNote] ); return { isLoadingNotes, isCreatingNote, notes, createNote };};"
201,"Apply the Object Store Packages Apply the Object Store API packages created to the local UI framework.
Before you begin, ensure that you have the following packages: Python (WHL file) or NodeJS (tar.gz) package."
202,"For example, the ToDo package (altair-todo-version.tgz) that is created Altair System package (altair-system-version.tgz) located at <objectstore location>/<version>/js/ The following steps must be performed to use the Object Store packages: Copy the Object Store and Altair System Packages to the local web workspace Update the Application framework Install the packages Copy the Object Store and Altair System packages to the local web workspace."
203,Upload Packages Update the package.json file to include the copied packages and the application framework.
204,"{ ""name"": ""todo"", ""version"": ""0.1.0"", ""private"": true, ""dependencies"": { ""@altair/a365-themes"": ""^2.1.0"", ""@altair/app-frame"": ""^6.3.2"", ""@altair/react-hooks"": ""^2.2.0"", ""@altair/system"": ""./packages/altair-system-1.0.276.tgz"", ""@altair/todo"": ""./packages/altair-todo-1.0.0.tgz"", ""@testing-library/jest-dom"": ""^5.16.1"", ""@testing-library/react"": ""^12.1.2"", ""@testing-library/user-event"": ""^13.5.0"", ""bootstrap"": ""^5.1.3"", ""nats.ws"": ""^1.5.0"", ""react"": ""^17.0.2"", ""react-app-rewired"": ""^2.2.1"","
205,"""^17.0.2"", ""react-app-rewired"": ""^2.2.1"", ""react-bootstrap"": ""^2.1.0"", ""react-dom"": ""^17.0.2"", ""react-modal"": ""^3.15.1"", ""react-scripts"": ""5.0.0"", ""react-select"": ""^5.2.1"", ""uuid"": ""^8.3.2"", ""web-vitals"": ""^2.1.2"" }, ""devDependencies"": { ""@altair/prettier-rules"": ""^2.0.1"", ""@altair/react-dev-proxy"": ""^3.0.1"", ""cross-env"": ""^5.2.1"" }, ""scripts"": { ""start"": ""cross-env GENERATE_SOURCEMAP=false REACT_APP_PROXIES=local react-app-rewired start"", ""build"": ""react-app-rewired build"", ""test"": ""react-app-rewired"
206,"build"", ""test"": ""react-app-rewired test"", ""eject"": ""react-app-rewired eject"" }, ""eslintConfig"": { ""extends"": [ ""react-app"", ""react-app/jest"" ] }, ""browserslist"": { ""production"": [ "">0.2%"", ""not dead"", ""not op_mini all"" ], ""development"": [ ""last 1 chrome version"", ""last 1 firefox version"", ""last 1 safari version"" ] }} The included application framework provides the login page, authentication, authorization, and notifications required to use the web portal."
207,"Update the index.js file to use the application framework: import React from 'react';import ReactDOM from 'react-dom';import AppFrame from '@altair/app-frame';import './index.css';const App = React.lazy(() => import('./App'));ReactDOM.render( <AppFrame appNames={['Todo']} defaultAppName=""Todo"" config={{ notification: { enabled: true }, waffleMenuFavoriteAppsEnabled: true }}> <App appName=""Todo"" /> </AppFrame>, document.getElementById('root')); Install the packages to the UI framework based on the node"
208,packages to the UI framework based on the node package manager that is used.
209,"For example, use the following command to install the package: yarn install This will detect and install all the packages in node modules defined in the package.json.
Next step is to use the Object Store content definitions in the application framework."
210,Tutorials Video tutorials to help you get started with Altair Object Store.
211,"What's New Here is a quick look at the latest features available with Altair Object Store.
See AlsoTutorials"
